authors,count
William Gaddis,2
Timothy Findley,2
Nathan Englander,2
Michael F. Roizen/Mehmet C. Oz,2
Leo Tolstoy/Louise Maude/Aylmer Maude,2
Gloria Goldreich,2
Anthony Thorlby,2
Elspeth Huxley,2
Lauren Weisberger,2
Alan Hollinghurst,2
MaryJanice Davidson,2
Robert Kirkman/Charlie Adlard/Cliff Rathburn,2
W. Somerset Maugham,2
Rodney Stark,2
Michel de Montaigne/M.A. Screech,2
J.R.R. Tolkien/Christina Scull/Wayne G. Hammond,2
José Saramago/Margaret Jull Costa,2
Geraldine McCaughrean/Victor G. Ambrus/Herman Melville,2
Kara/Lee Yun-Hee,2
Aldous Huxley/Robert S. Baker/James Sexton,2
Steve Martini,2
Sue Miller,2
Mercedes Lackey/Larry Dixon,2
Michael Pollan,2
Andrew Solomon,2
Hiroyuki Morioka,2
Julie Powell,2
R. Scott Bakker,2
Herman Melville/William Hootkins,2
Dan Millman,2
Kohta Hirano,2
René Descartes/Donald A. Cress,2
Walter Kirn,2
D.T. Max,2
David Pogue,2
Dan Birlew,2
Junji Ito/伊藤潤二/Naomi Kokubo,2
Susan   Mallery,2
Frank Warren,2
Lois Gladys Leppard,2
Ann-Marie MacDonald,2
Edith Wharton/R.W.B. Lewis,2
Edith Wharton/Maureen Howard,2
Jeffrey Eugenides,2
Nigel Warburton,2
Harriet Lerner,2
Lisa Gardner,2
Charles Lamb/Mary Lamb/Arthur Rackham,2
Stephen Greenblatt,2
Doris Kearns Goodwin,2
Don Rosa,2
James W. Loewen,2
David  Michaels/Raymond Benson/Tom Clancy,2
Pindar/William H. Race,2
Garth Nix,2
James Patterson/Maxine Paetro,2
Stephen Leeb/Glen C. Strathy,2
George Orwell/Christopher Hitchens,2
William Shakespeare/R.A. Foakes,2
Michael Morpurgo/Michael Foreman,2
Fyodor Dostoyevsky/David Magarshack,2
Fyodor Dostoyevsky/Constance Garnett/Joseph Frank,2
Rebecca York,2
James Patterson/Michael Ledwidge,2
James Patterson/Howard Roughan,2
Zoë Heller,2
Lewis Carroll/John Tenniel,2
Reynolds Price,2
Aldous Huxley/Christopher Hitchens,2
Naguib Mahfouz,2
Paula Danziger/Tony Ross,2
Carl Hiaasen/Edward Asner,2
Edward W. Said,2
Jane Feather,2
David Mamet,2
Mary Roach,2
Amy Tan/Gretchen Schields,2
James Lamar Roberts/William Faulkner/CliffsNotes,2
Virgil/Robert Fitzgerald,2
Virgil/David   West,2
David D. Burns,2
Michael Cunningham,2
David   Robbins/David Thompson,2
Marta Acosta,2
Candace Ward,2
Michio Kaku,2
Will Eisner/Neil Gaiman,2
Will Eisner,2
Ann Brashares,2
Jorge Luis Borges,2
Carroll John Daly,2
Jay Parini,2
Terry C. Johnston,2
Noam Chomsky/David Barsamian,2
James A. Michener/Robert Vavra,2
John Grogan,2
William Shakespeare/Andrew Gurr,2
Margaret Wise Brown/Clement Hurd,2
H.P. Lovecraft,2
Ruby Ann Boxcar,2
Kate Horsley,2
Danzy Senna,2
Kay Redfield Jamison,2
Richard M. Weaver,2
Anton Chekhov/Richard Pevear/Larissa Volokhonsky,2
Ruth Ozeki,2
Richard Russo,2
Richard Ford,2
Quentin Carter,2
Ian Edginton/Simon Fraser,2
Åsne Seierstad,2
Sandy Petersen/Lynn Willis,2
William Strunk Jr./E.B. White,2
Bram Stoker,2
Hayao Miyazaki/Diana Wynne Jones,2
Adam Swift,2
Matt Braun,2
Reader's Digest Association,2
Raymond Chandler/Frank MacShane,2
Thomas L. Friedman,2
Stuart Woods,2
Stephen King/Eduardo Goligorsky,2
Sylvia Plath/Karen V. Kukil,2
Sylvia Plath,2
Mary Pope Osborne/Troy Howell,2
Richmond Lattimore,2
Terry Pratchett/Neil Gaiman,2
Ludwig Wittgenstein/G.E.M. Anscombe,2
Samuel Beckett,2
Paul Bowles/Daniel Halpern,2
Rob Kidd/Walt Disney Company,2
Rob Kidd/Jean-Paul Orpinas,2
Steven Pinker,2
Jack Williamson,2
Thomas Wolfe,2
Eugene O'Neill/Travis Bogard,2
James Hamilton-Paterson,2
Mary B. Collins,2
Orhan Pamuk/Rafael Carpintero,2
National Commission on Terrorist Attacks Upon The United States,2
Jeffrey Ford,2
Nancy White Carlstrom/Bruce Degen,2
Andre Dubus,2
Gary Russell,2
Mary Balogh,2
Catherine Hapka,2
Penny Jordan,2
Clive Cussler/Dirk Cussler,2
John Maddox Roberts,2
Pablo Neruda,2
Stacy Horn,2
Stephen King/Richard Bachman,2
Stephen King/Gregorio Vlastelica/Eduardo Goligorsky,2
Paul Hendrickson,2
Alice Walker,2
Saul Bellow,2
Jung Chang,2
Jun'ichirō Tanizaki/Howard Hibbett,2
Jun'ichirō Tanizaki/Anthony H. Chambers,2
Terry Pratchett/Paul Kidby,2
Phillip C. McGraw,2
Arthur C. Clarke,2
David Goodis,2
David Goodis/Adrian Wootton,2
Monica Furlong,2
Erich Maria Remarque,2
Jay Rubin,2
A.S. Byatt,2
Carol Shields,2
Sigrid Undset,2
David Malouf,2
Haruki Murakami/Alfred Birnbaum,2
William Faulkner/Noel Polk/Joseph Blotner,2
Primo Levi,2
Ovid/William Scovil Anderson,2
Ovid/Frank Justus Miller,2
Sophocles/Reginald Gibbons/Charles Segal,2
Marcel Proust,2
Sarah Mayberry,2
Muriel Spark,2
Robb Forman Dew,2
Janette Oke,2
Cecelia Ahern,2
E.B. White/Garth Williams,2
Walter Isaacson,2
James Lee Burke,2
Geneviève/Michael    Heath,2
Roger Lowenstein,2
Gregory Maguire/Douglas Smith,2
Keith Herber,2
Reinaldo Arenas/Andrew Hurley/Thomas Colchie,2
Frances Hodgson Burnett/Scott McKowen,2
Lilian Jackson Braun,2
Robert Benedetti,2
T.H. White,2
Dalai Lama XIV/Howard C. Cutler,2
Stephen King/Bettina Blanch Tyroller,2
Emily Brontë,2
Sigrid Undset/Tiina Nunnally/Sherrill Harbison,2
Sigrid Undset/Arthur G. Chater,2
Sigrid Undset/Tiina Nunnally,2
Alison Weir,2
Stephen King/Campbell Scott,2
Stephen King/Peter Straub,2
R.A. Salvatore,2
Donald Goines,2
Ed McBain,2
Jane Austen/Laura Engel,2
Ronald Takaki,2
Teddy Slater/Wayne Alfano,2
Lincoln Child,2
Allison Pearson,2
Susan Carroll,2
Jane B. Mason/Sarah Hines Stephens,2
Robin Wasserman,2
Richard R. George/Roald Dahl,2
Amartya Sen,2
Jenny Nimmo,2
Arthur Conan Doyle/Kyle Freeman,2
Kōbō Abe/E. Dale Saunders,2
Max Frisch,2
C.D. Payne,2
Kevin Trudeau,2
Dixie Cash,2
David    Allen,2
Aeschylus/E.D.A. Morshead,2
David Lindsay-Abaire,2
James Herriot,2
Arthur  Miller,2
John Mason,2
Susan Minot,2
Barthe DeClements,2
Henning Mankell/Ebba Segerberg,2
Janet Valade,2
James N. Frey,2
James Shapiro,2
William T. Quick,2
Ian Edginton,2
William Arrow,2
Martin  Gilbert,2
James L. Stokesbury,2
Leo Tolstoy/Constance Garnett,2
Barack Obama,2
Christine Feehan,2
Neal Stephenson/Pedro Jorge Romero,2
Dan Harrington/Bill Robertie,2
Marjane Satrapi/Anjali Singh,2
Dave Barry/Ridley Pearson/Greg Call,2
Fannie Flagg,2
Thomas Jefferson,2
David Burnie,2
Barbara Taylor Bradford,2
Frederick P. Lenz,2
Alexandra Moss,2
David Sedaris,2
David Noonan,2
Alice Medrich,2
Garrison Keillor,2
Howard Chaykin,2
John     Nichols,2
Edmund Morris,2
James  Hawkins,2
Jim Carroll,2
Nick Tosches,2
Marcus J. Borg,2
Thornton W. Burgess/Louis Agassiz Fuertes,2
Ben Elton,2
Antoine de Saint-Exupéry,2
Ruth Reichl,2
Nikos Kazantzakis/Peter A. Bien,2
David Mitchell,2
Aeschylus/David R. Slavitt/Smith Palmer Bovie,2
Euripides/John Davie/Richard Rutherford,2
Edgar Rice Burroughs/John Bolen,2
Irving Stone,2
Lynda Milligan/Nancy J. Smith,2
Chris Manby,2
Michael J. Nelson/Charles S. Anderson Design Company/Pop Ink,2
Clive Cussler/Jack Du Brul,2
Wole Soyinka,2
Patrick O'Brian/Simon Vance,2
George Bernard Shaw,2
Peter Kuper/Franz Kafka/Kerstin Hasenpusch,2
Azar Nafisi,2
Brad Thor,2
Judi Barrett/Ron Barrett,2
Peter Biskind,2
Paulo Coelho,2
Stephen Manes,2
Pauline Kael,2
Thomas Kinkade/Erika Tamar,2
Roddy Doyle/Brian Ajhar,2
Sydney Taylor,2
Brian Jacques/David Elliot,2
Brian Boyd,2
Vladimir Nabokov/Brian Boyd,2
Mike  Davis,2
Robert A. Dahl,2
Mario Vargas Llosa,2
Hannah  Green/Joanne Greenberg,2
International Code Council (ICC),2
Jean Rhys,2
Stephen M. Pollan/Mark LeVine,2
Mark Smylie,2
Wendy Wasserstein,2
Delia Sherman,2
Eoin Colfer/Glenn McCoy,2
Philip Pullman/Ian Beck,2
Gabriel García Márquez/Gregory Rabassa/J.S. Bernstein,2
Hunter S. Thompson/Ralph Steadman,2
Karen Tei Yamashita,2
William Shakespeare/Stephen Orgel/A.R. Braunmuller,2
Plato/C.J. Rowe,2
Preston Peet,2
Grant Morrison/Phil Jimenez/John Stokes,2
Rick Warren,2
Lisa See,2
Chuck Palahniuk/Javier Calvo,2
Diana Palmer,2
Jane Porter,2
Jerry Spinelli,2
Karen Katz,2
Elizabeth A. Lynn,2
Sean Stewart,2
Patrick McGrath,2
Hanif Kureishi,2
Roland Barthes/Richard Howard,2
Heidi Boyd,2
Michael Shaara,2
Wilkie Collins/Catharine Peters,1
Paco Underhill,1
Wendy Cooling/Quentin Blake/Roald Dahl,1
E. Nesbit/Gillian Avery,1
E. Nesbit/H.R. Millar,1
Catherine Nichols/Sally Wern Comport/Robert Louis Stevenson,1
Betty Jay,1
E.M. Forster/Oliver Stallybrass/Pankaj Mishra,1
John Piper/Justin Taylor/Mark Talbot/David A. Powlison/Steve Saint/Dustin Shramek/Carl Ellis,1
Douglas Adams/Stephen Fry,1
Emmanuel Le Roy Ladurie/Emmanuel Le Roy-Ladurie,1
Stephen E. Ambrose/Barrett Whitener,1
Sam R. Watkins,1
Alexander Hunter,1
Roald Dahl/Horacio Elena,1
David Wood/Roald Dahl,1
Dave Crane/Eric Pascarello/Darren James,1
C.S. Lewis/Margarita E. Valdes/Gemma Gallart/Pauline Baynes,1
Cesare Beccaria/David Young,1
Fyodor Dostoyevsky/George Gibian/Jessie Coulson,1
Katherine Beckett/Theodore Sasson,1
Alexandre Dumas fils/David Coward,1
Alexandre Dumas/Julie Rose/Lorenzo Carcaterra,1
Frances Mayes,1
Henri J.M. Nouwen/Michael    Ford,1
Yoshitaka Amano/Murasaki Shikibu/Rachel Nacth/Anri Itō/Junichi Imura,1
Murasaki Shikibu/Masayuki Miyata/Jakuchō Seitouchi/Donald Keene/H. Mack Horton/Ayako Watanabe/Michiko Hiraoka,1
Adam Gopnik,1
Émile Zola/Ernest Alfred Vizetelly/Henry Vizetelly,1
Richard A. Hawley/John Irving,1
Judith Cornell/Joan Borysenko/Miron Borysenko,1
Charles Simic,1
Cornell Woolrich,1
Robert G. Hagstrom/Bill Miller/Kenneth L. Fisher,1
Richard B. Primack,1
Elliott A. Norse/Larry B. Crowder/Michael E. Soulé,1
David W. Macdonald/Alonzo C. Addison/Sandra Baker/Mark S. Boyce/David Brown/Stephen Cobb/N. Mark Collins/C. Patrick Doncaster/John E. Fa/Joshua Ginsberg/Susanna B. Hecht/Katrina Service/Steve Albon/Les Firbank/Eli Geffen/Lise Albrechtsen/Elizabeth J. Asteraki/Christian Bonacic/Marcel Cardillo/Chris R. Dickman/Stephen A. Ellwood/H. Resit Akcakaya/Ruth E. Feber,1
Jim Dutcher/Eric Baker/Greg Simpson/Richard Ballantine,1
Rosita Arvigo/Nadine Epstein,1
Zolar,1
Pamela Ball,1
J.R.R. Tolkien/Baillie Tolkien,1
J.R.R. Tolkien/Christopher Tolkien/Ted Nasmith,1
Alexandre Dumas/Brantley Johnson/Margaret Brantley,1
Alexandre Dumas/Lorenzo Carcaterra,1
Fyodor Dostoyevsky/Andrew R. MacAndrew/Konstantin Mochulsky,1
Fyodor Dostoyevsky/Leonard Stanton/James D. Hardy Jr./Sidney Monas/Robin Feuer Miller,1
Lawrence M. Friedman,1
Elliott Currie,1
James Lamar Roberts/Fyodor Dostoyevsky/CliffsNotes,1
Esther Schor,1
Henri J.M. Nouwen/Sue Monk Kidd,1
Wanda Sykes,1
Charles J. Sykes,1
John Garth,1
Colin Duriez,1
Brian Sibley/Ian McKellen,1
Philippa Pearce,1
Temple Grandin/Catherine  Johnson,1
J.R. Hyland,1
Harlow Giles Unger,1
George  Adamson,1
Kate Sedley,1
Jenna Jameson/Neil Strauss,1
Matthew Scully,1
Pamela Duncan Edwards/Troy Howell,1
David Cairns,1
Juan Bonilla/Esther Allen,1
Jacqueline Winspear,1
William S. Burroughs/James Grauerholz/Barry Miles,1
Jeannette Walls,1
Lauren  Levin/Lauren Blitzer,1
Amy Sohn/Sarah Jessica Parker,1
Luanne Rice,1
Janet Brennan Croft/Mark P. Shea/Amy H. Sturgis,1
Brian Sibley/John  Howe/J.R.R. Tolkien,1
Ralph C. Wood,1
K.A. Applegate/Katherine Applegate,1
Peter Cozzens,1
Bruce Catton/E.B. Long,1
Adam Gopnik/Omar Rayyan,1
Fyodor Dostoyevsky/Constance Garnett/Charles Guignon,1
Ford Madox Ford/Frank Kermode,1
Mary Alice Monroe,1
Patricia D. Netzley,1
Denis Waitley,1
Voltaire/Chris Ware/Theo Cuffe/Michael  Wood,1
Gus Van Sant/Tom Robbins,1
Surya  Das,1
Shirin Ebadi,1
Mark Nepo,1
Mona Lisa Schulz/Christiane Northrup,1
Frank Wedekind/Eric Bentley,1
Brian K. Vaughan/Adrian Alphona,1
Sandra Steffen,1
Carol Marinelli,1
D.W. Meinig,1
Mikhail Bakunin/Robert M. Cutler,1
Franz Kafka/Stanley Corngold,1
Franz Kafka/Jason Baker/Donna Freed,1
Kathleen A. Brehony,1
James Joyce/Seamus Deane,1
James Joyce/Walter Hettche/Hans Walter Gabler/John Paul Riquelme/John Mitchel/Michael Davitt/Canon  Doyle/Pádraic Pearse/Ignatius of Loyola/Giovanni Pietro Pinamont/Walter Pater/Oscar Wilde/Douglas Hyde/Kenneth Burke/Umberto Eco/Hugh Kenner/Hélène Cixous/Karen Lawrence/Maud Ellmann/Bonnie Kime Scott/Joseph Valente/Marian Eide/Pericles Lewis/Jonathan Mulrooney/J.M. Synge,1
James Joyce/Jim Norton,1
James Joyce/Langdon Hammer,1
Jan Greenberg/Sandra Jordan,1
Gabriel García Márquez/Brenda K. Marshall/F. Murray Abraham,1
Vladimir Nabokov/Alfred Appel,1
Vladimir Nabokov/Jeremy Irons,1
Pam Muñoz Ryan/Claudia Rueda,1
Lolita Files,1
George Orwell/Boris Grabnar/Peter Škerl,1
Phoebe Dunn,1
Jaroslav Hašek,1
Alexander McCall Smith/Lisette Lecat,1
Murasaki Shikibu/Edward G. Seidensticker,1
Fodor's Travel Publications Inc./Sarah Gold,1
Barbara Bretton/Emilie Rose/Isabel Sharpe,1
Plum Sykes,1
Mavis Applewater,1
Nora Kelly,1
Estelle B. Freedman,1
Jean Marzollo/Nancy Sheehan,1
Michael Crichton/Stephen Lang/Anthony Heald/Blair Brown,1
Michael Crichton/Anne-Marie Martin,1
Kenneth C. Laudon/Jane P. Laudon,1
Elaine Sciolino,1
George Bernard Shaw/Sandie Byrne,1
George Bernard Shaw/Alan Jay Lerner,1
George Bernard Shaw/Dan H. Laurence/W.J. McCormack,1
Jonathan Swift/Claude Julien Rawson/Ian Higgins,1
Jonathan Swift/David Case,1
Gill Harvey/Jonathan Swift,1
Martin Woodside/Jamel Akib/Arthur Pober/Jonathan Swift,1
Jonathan Swift/Robert Hardy,1
Sena Jeter Naslund,1
James Lamar Roberts/Jeffrey Fisher,1
Dr. Seuss/Yanitzia Canetti,1
Dr. Seuss/Various,1
Richard H. Minear/Art Spiegelman/Dr. Seuss,1
Jeffery Hudson/Michael Crichton,1
Eric Sykes,1
CliffsNotes/Michael McMahon,1
William Shakespeare/Amanda Root/Arkangel Cast/Roy Hudd/David Harewood,1
William Shakespeare/Roma Gill/B. Litt,1
Kathryn Lasky/Richard Cowdrey,1
Herman Melville/Rockwell Kent/Elizabeth Hardwick,1
Herman Melville/Harrison Hayford/Hershel Parker,1
Aimee Bender,1
Franz Kafka/Stanley Appelbaum,1
Judith Butler,1
Bernard Malamud/Kevin Baker,1
Gary Colombo/Bonnie Lisle,1
Thomas E. Skidmore/Peter H. Smith,1
Jon   Stewart,1
Upasika Kee Nanayon/Thanissaro Bhikkhu,1
Rob Humphreys/Beth Chaplin/Rebecca Morrill,1
Lonely Planet/Sarah Johnstone/Steve Fallon,1
Lonely Planet/Sarah Johnstone/Tom Masters,1
Lonely Planet/Mark Honan,1
Kevin O'Malley/Carol Heyer/Scott Goto,1
Jonathan Swift/Robert DeMaria Jr.,1
Steve Erickson,1
Rumer Godden/Jean Primrose,1
Julie A. Schrader,1
Maud Hart Lovelace/Rhoda R. Gilman,1
Margaret Sidney,1
Margaret Sidney/Barbara Cooney,1
Carol Ryrie Brink,1
Carolyn Haywood,1
Orson Scott Card/David Birney/Scott Brick/Gabrielle de Cuir/Scott Sowers,1
Dr. Seuss/Jennifer Morrish Tunberg/Terence Tunberg/Terence O. Tunberg/Guenevera Tunberg/Terentio Tunberg,1
Theo LeSieg/Dr. Seuss/Roy McKie,1
Julia Butterfly Hill,1
Elizabeth Hardwick/Joan Didion,1
Jim Toomey,1
Scott Adams,1
Herman Melville/Nathaniel Philbrick,1
Laura Esquivel/Yareli Arizmendi,1
Laura Esquivel,1
Jane Austen/Fiona Stafford,1
Roald Dahl/Artists and Writers Guild/Walt Disney Company/Leonard Maltin,1
Lyle Saxon/Edward Dreyer/Robert Tallant,1
Eckhart Tolle,1
Christopher Golden,1
Hope S. Warshaw/Warshaw Hope,1
R. de Roussy de Sales,1
Douglas Downing,1
Judi Barrett/Diane Dawson Hearn,1
Robin McKinley/John Clapp,1
L.M. Montgomery/Barbara Caruso,1
L.M. Montgomery/Clare Sieffert,1
Vladimir Nabokov/Michael Scammell/Dmitri Nabokov,1
Justin Akers Chacón/Mike  Davis,1
Laura Ingalls Wilder/Roger Lea MacBride/Margot Patterson Doss,1
Laura Ingalls Wilder/William   Anderson,1
Tim Freke/Peter Gandy,1
Jean-Luc Marion/Stephen E. Lewis,1
Hans Jonas/Lawrence Vogel/Eleonore Jonas,1
Melissa Wiley/Renée Graef,1
Donald Zochert,1
Brian Jacques/Gary Chalk,1
Brian Jacques/Ian Schoenherr,1
Brian Jacques/Allan Curless,1
Brian Jacques/Christopher Denise,1
Margery Clark/Maud Petersham/Miska Petersham,1
Kurt Vonnegut Jr./David Strathairn/Maria Tucci/Bill Irwin/Tony    Roberts/Dylan Baker,1
Richard Nelson Bolles,1
Michael Neill,1
Laura Esquivel/Thomas  Christensen/Carol Christensen,1
Laura Ingalls Wilder/Richard  Hull,1
Ann Romines,1
Laura Ingalls Wilder/Cherry Jones/Paul Woodiel,1
Laura Ingalls Wilder/Renée Graef/Heather Henson,1
Carolyn Strom Collins/Christina Wyss Eriksson/Mary Collier,1
Laura Ingalls Wilder/Doris Ettlinger,1
Barbara M. Walker/Garth Williams,1
Rose Wilder Lane,1
David Burnie/Don E. Wilson,1
Melody Malmberg/Walt Disney Company,1
Vladimir Nabokov/Fredson Bowers/John Updike,1
Vladimir Nabokov/Michael Scammell,1
Jeanne Treat/Jane Starr Weils,1
William   Anderson/Laura Ingalls Wilder,1
Laura Ingalls Wilder,1
William   Anderson,1
Sergio Ramírez,1
David Burnie/Peter K. Chadwick,1
Jeanne DuPrau,1
Mary O'Neill/John Wallner,1
Simone de Beauvoir/H.M. Parshley/Margaret Crosland,1
Simone de Beauvoir/H.M. Parshley,1
Mary Daly,1
R.B. Bernstein,1
Dennis Brindell Fradin/Nancy Harrison/John   O'Brien,1
Monty Roberts/Lucy Grealy/Lawrence Scanlan,1
Dick Francis/John Welcome,1
Lynne Truss/Bonnie Timmons,1
Lynne Truss,1
Laura Ingalls Wilder/Cherry Jones,1
Laura Ingalls Wilder/Renée Graef/Jody Wheeler,1
Cynthia Rylant/Jim LaMarche,1
Susan  Jeffers,1
Jennifer Quasha/Deni Brown/Dawn Sirett,1
Ian Hemphill/Kate Hemphill,1
Tom McGregor,1
Karen Hawkins,1
Timothy D. Taylor,1
Timothy  Taylor,1
Mary Lawson,1
Orson Scott Card/Piotr W. Cholewa,1
John Dickson Carr/Daniel Stashower,1
Arthur Conan Doyle/Philip Gooden,1
Arthur Conan Doyle/Javier Gomez Rea,1
Anthony Robbins/Kenneth H. Blanchard/Jason Winters,1
Edward C. Klatt/Vinay   Kumar,1
Douglas Adams/Martin  Freeman,1
Terry Jones/Marie-Catherine Caillava,1
Mark Leyner/Billy Goldberg,1
Allen Carr,1
Siegfried Engelmann/Phyllis Haddox/Elaine Bruner,1
Jim Henson/Cheryl Henson,1
Sherrilyn Kenyon/Jaid Black/Kresley Cole,1
Renee Baron/Elizabeth Wagele,1
Crissy Trask/Mike Clelland,1
Dallas Willard,1
Dante Alighieri/John Ciardi,1
Val McDermid,1
Waris Dirie/Jeanne D'Haem,1
Waris Dirie/Cathleen Miller,1
Waris Dirie/Corinna Milborn/Sheelagh Alabaster,1
Waris Dirie/Jeanne d' Haem,1
Joanna Strange,1
W.F. Deedes/Sue Ryan/Alex Garland/Tony Hawks/Andrew O'Hagan/Irvine Welsh/Giles Foden/Victoria Glendinning,1
Anne Millard,1
Nancy Cote/Cornelia Maude Spelman,1
Corinne Hofmann/Peter Millar,1
Luis Sepúlveda/Chris Sheban/Margaret Sayers Peden,1
Dave Eggers/María Victoria Alonso Blanco,1
Thornton W. Burgess/Thea Kliros/Harrison Cady,1
Anthony Burgess/Blake Morrison,1
Stacy Schiff/Antoine de Saint-Exupéry,1
Alex Went,1
Hélène Greven-Borde,1
Al Gore,1
Leslie Kelly,1
Liam Callanan,1
William Camann/Kathryn    Alexander,1
John A. McDougall/Mary McDougall,1
David A. Stewart/Jessalyn Little/Elizabeth     Stewart,1
Steve  Miller,1
Andre Duza,1
Sakurako Gokurakuin/Lindsey Johnston,1
Kate Bornstein/Sara Quin,1
David Rakoff,1
Tucker Max,1
Celeste Davidson Mannis/John   O'Brien,1
Pierre Boulle/Xan Fielding,1
David Gerrold/John William Corrington/Joyce Hooper Corrington,1
Max Brooks,1
H.G. Wells/Arthur C. Clarke,1
Arthur Conan Doyle/Anne Perry/Sidney Paget,1
Arthur Conan Doyle/David Timson,1
Arthur Conan Doyle/Pam Smy,1
Malvina G. Vogel/Arthur Conan Doyle,1
Jamie Lee Curtis/Laura Cornell,1
James Mangold/Anna Hamilton Phelan/Lisa Loomer/Susanna Kaysen,1
Patricia Daniels Cornwell/Patricia Cornwell,1
Patricia Cornwell/Carolyn McCormick,1
Patricia Cornwell/C.J. Critt,1
Patricia Cornwell/Kate Burton,1
Saul Williams,1
Saul Leiter/Martin Harrison,1
Saul Bellow/Philip Roth,1
John Saul/Joe Blades,1
Rodman Philbrick,1
Stefan Fatsis,1
D.C. Talk/The Voice of the Martyrs,1
Rebecca St. James/Mary E. DeMuth/Tracey Lawrence/Elizabeth Jusino,1
Randy Cerveny,1
Robert Bogdan,1
D.C. Talk,1
William Holdsworth,1
Richard Hofstadter,1
Edward Countryman,1
Elizabeth Kostova/Paul Michael/Justine Eyre,1
Robert B. Baer,1
Peter Robinson,1
East Bay M. U. D. Staff/Nora Harlow/Jill M. Singleton/Barrie D. Coate/Kristine Sandoe,1
Leah Bendavid-Val/National Geographic Society,1
Bill Hurter,1
Jamie Oliver/David Loftus/Chris Terry,1
Jamie Oliver/Marion Deuchars/David Loftus/Chris Terry,1
Dante Alighieri/Allen Mandelbaum/Eugenio Montale,1
Julie Otsuka,1
Mary K. Baxter/T.L. Lowery,1
Walter Scott/Lockhart Bogle,1
Elizabeth Wurtzel,1
Oscar Wilde/Elizabeth  Gray,1
Oscar Wilde/Donald L. Lawler,1
Oscar Wilde/Michael Gillespie,1
Oscar Wilde/Joseph Bristow,1
Usamah ibn Munqidh/Philip Khuri Hitti/Richard W. Bulliet,1
Gail Grant,1
Eliza Gaynor Minden,1
John         Green/Caroline Denzler,1
Peter Martins/Paul Kolnik/Richard Corman/Howard  Kaplan,1
Barbara  Newman/Gill Tomblin/Darcey Bussell,1
Alexandra Moss/Veronica Bennett,1
Jane Yolen,1
Sławomir Rawicz,1
Nelson Mandela/Kofi Annan/Danny Glover,1
Nancy M. Armstrong/Paulette Livers-Lambert,1
Marc Bloch/Peter Putnam/Joseph Reese Strayer,1
Christopher Biffle/Plato,1
George Balanchine/Francis Mason,1
Scott Speck/Evelyn Cisneros,1
Adèle Geras/Shelagh McNicholas/Adèle Geras,1
Carol Lee,1
Katharine Holabird/Helen Craig,1
Janice Ross/Allan Ulrich/Brigitte Lefevre,1
Susan Au,1
John               White,1
Nicholas Evans,1
Isabel Allende/Magda Botin,1
Isabel Allende/Madga Bogin/Christopher Hitchens,1
Steven F. Hayward,1
J.D. Robb,1
Jeff   Smith,1
Oscar Wilde/Michel Etienne/Daniel Mortier,1
Julia Briggs,1
Marjane Satrapi/Mattias Ripa,1
Marjane Satrapi,1
Julie Garwood,1
Stephen Nachmanovitch,1
Rupa Bajwa,1
Nuala O'Faolain,1
James T. Farrell/Charles Fanning,1
John  Miller/Stuart Dybek,1
Aristotle/Richard Peter McKeon/C.D.C. Reeve,1
Søren Kierkegaard/Walter Lowrie,1
Miguel de Cervantes Saavedra/Stanley Appelbaum,1
Georg Wilhelm Friedrich Hegel/A.V. Miller/John Niemeyer Findlay,1
Georg Wilhelm Friedrich Hegel/Yirmiyahu Yovel,1
Martin Heidegger/Kenneth Maly/Parvis Emad,1
Plato/John M. Cooper/Benjamin Jowett/Dorothea Frede/Alexander Nehamas/Paul Woodruff/Anthony Kenny/Rosamond Kent Sprague/Nicholas D. Smith/Karen Bell/D.S. Hutchinson/Donald J. Zeyl/Francisco J. González/Diskin Clay/Malcolm Schofield/Glenn R. Morrow/Jonathan Barnes/G.M.A. Grube/Brad Inwood/Mark Joyal/Jackson P. Hershbell/J.M. Edmonds/C.D.C. Reeve/Myles Burnyeat/Nicholas P. White/Mary Louise Gill/C.J. Rowe/Stanley Lombardo/David Gallop/Jeffrey Mitscherling/Richard D. McKiharan Jr./Andrew S. Becker/Mark Reuter/M.J. Levett/Paul        Ryan,1
Neal Stephenson/George F. Jewsbury/Stephen  Bury,1
Neal Stephenson/Guy Abadia,1
Alex C. Jones/Diane M. Hanson/Stephen K. Ray,1
Paulo Coelho/Alan R. Clarke/James Noel Smith,1
Paulo Coelho/Alan R. Clarke/Özdemir İnce,1
Paulo Coelho/Alan R. Clarke/Mœbius,1
Robert   Harris,1
Edward Bulwer-Lytton/John Gregory Betancourt,1
Gertrude Chandler Warner,1
Miroslav Volf,1
Eduardo Galeano/Cedric Belfrage/Mark Schafer,1
Jack Frost,1
William Stacy Johnson,1
John O'Donohue,1
Mark Behr,1
Amy Tan/Claudia Conde,1
Robert A. Johnson,1
Jun'ichirō Tanizaki/Thomas J. Harper/Edward G. Seidensticker,1
Elisabeth Elliot,1
Haruki Murakami/Alfred Birnbaum/Jay Rubin,1
David     Payne,1
Tom Robbins/Nikolaus Hansen,1
Tom Robbins/Pociao/Roberto de Hollanda,1
Tom Robbins/Pociao/Walter Hartmann,1
Kurt Vonnegut Jr./Lee Stringer,1
Kurt Vonnegut Jr./Ivan Chermayeff,1
Ray Bradbury/Dave McKean,1
Ray Bradbury/Leo Dillon/Diane Dillon,1
James Patterson/مریم کاظمی‌تبار,1
Linda Jones,1
